1,0,1344914515172252,134;49;145;151;7;22;52
1,1,127148109519401712913,127;148;109;5;19;40;17;129;13
1,2,134144594411027156283715303041551130,134;144;59;44;110;27;156;28;37;153;0;30;41;5;51;130
1,3,11748431361113627,117;48;43;136;111;36;27
1,4,1444342111124120914011950,144;43;42;111;124;120;9;140;119;50
1,5,11613212257553929201054103142,116;132;122;57;55;39;29;20;10;5;4;103;142
1,6,135144132595647331592515628452,135;144;132;59;56;47;33;159;25;156;28;4;52
1,7,145114115139324113624,145;114;115;139;32;41;136;24
1,8,1381075536129141,138;107;55;36;129;141
1,9,259136,2;59;136
1,10,1434921213314864129,143;49;21;2;133;148;6;4;129
1,11,3210412039,32;104;120;39
1,12,14345110352426391181504310953141,143;45;110;35;24;26;39;118;150;43;109;53;141
1,13,143150105131100,143;150;105;131;100
1,14,11614813944561591129143105102101130,116;148;139;44;56;159;11;29;1;43;105;102;101;130
1,15,116144115104129,116;144;115;104;129
1,16,1161234711110635,116;123;47;111;106;35
1,17,128147110241021571438,128;147;110;24;102;157;14;38
1,18,11545148421493510413015438,115;45;148;42;149;35;104;130;154;38
1,19,116594542191231072217141,116;59;45;42;19;123;107;22;17;141
1,20,134132139159252715421151425152142,134;132;139;159;25;27;154;21;151;42;51;52;142
1,21,125117274643512,125;117;2;7;46;4;35;12
1,22,133128138191241071203313014211,133;128;138;19;124;107;120;33;130;142;11
1,23,126311727156154,126;31;17;27;156;154
1,24,11756102155119,117;56;102;155;119
1,25,491441321124431351723101118119,49;144;132;112;44;31;35;17;23;101;118;119
1,26,13345411051823129100,133;45;41;105;18;23;129;100
2,27,211331061839,21;133;106;18;39
2,28,1161351411363592515728,116;135;1;41;136;35;9;25;157;28
2,29,571131854,57;113;18;54
2,30,1280115108193414014113738,128;0;115;108;19;34;140;14;11;37;38
2,31,12521402312010354,125;2;1;40;23;120;103;54
2,32,153114150127138647120159129157156,153;114;150;127;138;6;47;120;159;129;157;156
2,33,1172043,117;20;43
2,34,14658149137242512,146;58;149;137;24;25;12
2,35,431473235331571150,43;147;32;35;33;157;11;50
2,36,115112108,115;112;108
2,37,112129131,112;129;131
2,38,138121581491231371292733010940101,138;121;58;149;123;137;129;27;3;30;109;40;101
2,39,1441235640101142,144;123;56;40;101;142
2,40,1251211134826,125;121;113;4;8;26
2,41,1521442014515011514846154,152;144;20;145;150;115;148;46;154
2,42,1431265914613813635241181192433210654,143;126;59;146;138;136;35;24;118;119;2;43;32;106;54
2,43,12854,128;54
2,44,14312147193610514011,143;121;47;19;36;105;140;11
2,45,1171321481912413733,117;132;148;19;124;137;33
2,46,491321464514813911110354131130100141,49;132;146;45;148;139;111;103;54;131;130;100;141
2,47,75427,7;54;27
2,48,134153485912115813127,134;153;48;59;121;158;131;27
2,49,581131222334,58;113;122;23;34
2,50,1345813844242639210109104120130,134;58;138;44;24;26;39;2;10;109;104;120;130
2,51,1441325911047231815937123815015110754,144;132;59;110;47;23;18;159;37;12;38;150;151;107;54
2,52,143152495741137106104103156101,143;152;49;57;41;137;106;104;103;156;101
2,53,12612111356110351593315727155438131100,126;121;113;56;110;35;159;33;157;27;155;43;8;131;100
2,54,211381471361422810029,21;138;147;136;142;28;100;29
2,55,12610914811125155141,126;109;148;111;25;155;141
3,56,152442415826,152;44;24;158;26
3,57,116126159161571336510831120539103,116;126;159;16;157;13;3;6;5;108;31;120;53;9;103
3,58,132113194617221183815242325453131,132;113;19;46;17;22;118;38;152;42;32;5;4;53;131
3,59,49211431261515293850,49;21;143;126;151;52;9;38;50
3,60,126145132591361072216,126;145;132;59;136;107;22;16
3,61,11645113471112434251315411915132106102,116;45;113;47;111;24;34;25;13;154;119;151;32;106;102
3,62,143115121138581221411293042108120101100,143;115;121;138;58;122;14;11;29;30;42;108;120;101;100
3,63,11514744148123231539155315063240130,115;147;44;148;123;23;15;39;155;3;150;6;32;40;130
3,64,116132405215939156,116;132;40;52;159;39;156
3,65,13511458136149137172223159341240140130,135;114;58;136;149;137;17;22;23;159;34;12;40;140;130
3,66,44139157391437207421085106529,44;139;157;39;14;37;20;7;42;108;5;106;52;9
3,67,1531331214152155,153;133;121;41;52;155
3,68,1431441281134615,143;144;128;113;46;15
3,69,911812,9;118;12
3,70,1161351281391372218231526157293741,116;135;128;139;137;22;18;23;15;26;157;29;3;7;41
3,71,1271131394719511735,127;113;139;47;19;51;17;35
3,72,14313448146110137554620210151106104140,143;134;48;146;110;137;55;46;20;2;10;151;106;104;140
3,73,110120142,110;120;142
3,74,201475754,20;147;57;54
3,75,564171043413,56;4;17;104;34;13
4,76,312813612,3;128;136;12
4,77,1531451394751361810437,153;145;139;47;51;36;18;104;37
4,78,143359112712340953810250,143;3;59;112;7;123;40;9;53;8;102;50
4,79,1514614,151;46;14
4,80,15310421133117153425133927,153;10;42;113;31;17;15;34;25;13;39;27
4,81,3143211341113325554156155,3;143;21;134;1;113;32;55;54;156;155
4,82,116571715,116;57;17;15
4,83,114610338,114;6;103;38
4,84,211251471221361241061415510038,21;125;147;122;136;124;106;14;155;100;38
4,85,101461113911,10;146;111;39;11
4,86,12811214955181534157118119730106104,128;112;149;55;18;15;34;157;118;119;7;30;106;104
4,87,144146128147581361111734049142,144;146;128;147;58;136;111;17;3;40;4;9;142
4,88,4412257475416,44;122;57;47;54;16
4,89,133403516158,133;40;35;16;158
4,90,243475355210315715611118142,2;43;47;5;35;52;103;157;156;11;118;142
4,91,11612530109113124551595416141,116;125;30;109;113;124;55;159;54;16;141
4,92,12817100371182829,128;17;100;37;118;28;29
4,93,110111142,110;111;142
4,94,13413259451125711012439131551014010050,134;132;59;45;112;57;110;124;39;13;155;10;140;100;50
4,95,5930411140811,59;30;4;111;40;8;11
4,96,481281133291429119,48;128;113;32;9;14;29;119
4,97,4915212714512847151129,49;152;127;145;128;47;15;11;29
4,98,1254911381471225133129156155,125;49;1;138;147;122;51;33;129;156;155
4,99,14359564117541021573927,143;59;56;41;17;54;102;157;39;27
4,100,313515315011024161013715550,3;135;153;150;110;24;16;101;37;155;50
4,101,11627581471391910616157119154,116;2;7;58;147;139;19;106;16;157;119;154
5,102,125132122110471361614118119425130,125;132;122;110;47;136;16;14;118;119;42;5;130
5,103,414155,4;14;155
5,104,135133146591471112415310831102130100,135;133;146;59;147;111;24;153;108;31;102;130;100
5,105,117101431384256107312334129,117;10;1;43;138;42;56;107;31;23;34;129
5,106,14321172012856124332513015529,143;2;117;20;128;56;124;33;25;130;155;29
5,107,150114559113194112410339,150;1;145;59;113;19;41;124;103;39
5,108,117115108474113710510313157,117;115;108;47;41;137;105;103;13;157
5,109,1523134145113359128610410129,152;3;134;145;1;133;59;128;6;104;101;29
5,110,114121613740221833159102130141,114;121;6;137;40;22;18;33;159;102;130;141
5,111,2153135150128151138425329,2;153;135;150;128;151;138;42;53;29
5,112,14312615104432353914,143;126;151;0;44;32;35;39;14
5,113,12648145451481361375523159277140,126;48;145;45;148;136;137;55;23;159;27;7;140
5,114,144213845528119,144;2;138;45;5;28;119
5,115,13415059431091223140331626,134;150;59;43;109;122;31;40;33;16;26
5,116,14511458441395646551593315129122,145;114;58;44;139;56;46;55;159;33;15;129;12;2
5,117,43109325412418157131,43;109;32;5;4;124;18;157;131
5,118,011512231,0;115;122;31
5,119,117132115561372215812911129140101,117;132;115;56;137;22;158;129;11;12;9;140;101
5,120,210436159,2;10;43;6;159
5,121,11659610618120,116;59;6;106;18;120
5,122,611033,6;110;33
5,123,15315015155225210534103131118154,153;150;151;55;22;52;105;34;103;131;118;154
5,124,4845139172324252614216108419130,48;45;139;17;23;24;25;26;14;21;6;108;41;9;130
5,125,15312615111240104155,153;126;151;112;40;104;155
